file_path,label,season_id,survey_id
./combined_dataset\20130719_203153_002.jpg,2,2,1
./combined_dataset\20130719_203212.jpg,3,2,1
./combined_dataset\20130719_203212_001.jpg,2,2,1
./combined_dataset\20130719_203212_002.jpg,2,2,1
./combined_dataset\20130719_203231.jpg,3,2,1
./combined_dataset\20130719_203231_001.jpg,3,2,1
./combined_dataset\20130719_203231_002.jpg,2,2,1
./combined_dataset\20130719_203328.jpg,2,2,1
./combined_dataset\20130719_203328_001.jpg,2,2,1
./combined_dataset\20130719_203328_002.jpg,2,2,1
./combined_dataset\20130719_203404.jpg,2,2,1
./combined_dataset\20130719_203404_001.jpg,3,2,1
./combined_dataset\20130719_203404_002.jpg,3,2,1
./combined_dataset\20130719_203422.jpg,2,2,1
./combined_dataset\20130719_203422_001.jpg,2,2,1
./combined_dataset\20130719_203422_002.jpg,2,2,1
./combined_dataset\20130719_205914.jpg,2,2,1
./combined_dataset\20130719_205915.jpg,2,2,1
./combined_dataset\20130719_205915_001.jpg,2,2,1
./combined_dataset\20130719_205951.jpg,3,2,1
./combined_dataset\20130719_205951_001.jpg,2,2,1
./combined_dataset\20130719_205951_002.jpg,2,2,1
./combined_dataset\20130719_210024.jpg,3,2,1
./combined_dataset\20130719_210024_001.jpg,2,2,1
./combined_dataset\20130719_210024_002.jpg,2,2,1
./combined_dataset\20130719_210057.jpg,3,2,1
./combined_dataset\20130719_210057_001.jpg,3,2,1
./combined_dataset\20130719_210057_002.jpg,2,2,1
./combined_dataset\20130719_210134.jpg,3,2,1
./combined_dataset\20130719_210134_001.jpg,3,2,1
./combined_dataset\20130719_210134_002.jpg,3,2,1
./combined_dataset\20130719_210302.jpg,5,2,1
./combined_dataset\20130719_210302_001.jpg,3,2,1
./combined_dataset\20130719_210302_002.jpg,3,2,1
./combined_dataset\20130719_210333.jpg,5,2,1
./combined_dataset\20130719_210333_001.jpg,5,2,1
./combined_dataset\20130719_210333_002.jpg,5,2,1
./combined_dataset\20130719_210357.jpg,5,2,1
./combined_dataset\20130719_210357_001.jpg,3,2,1
./combined_dataset\20130719_210357_002.jpg,3,2,1
./combined_dataset\20130719_210432.jpg,3,2,1
./combined_dataset\20130719_210432_001.jpg,3,2,1
./combined_dataset\20130719_210432_002.jpg,3,2,1
./combined_dataset\20130719_210925.jpg,3,2,1
./combined_dataset\20130719_210925_001.jpg,3,2,1
./combined_dataset\20130719_210925_002.jpg,3,2,1
./combined_dataset\20130719_213808.jpg,3,2,1
./combined_dataset\20130719_214224.jpg,5,2,1
./combined_dataset\20130719_215407.jpg,3,2,1
./combined_dataset\20130719_215503.jpg,3,2,1
./combined_dataset\20130719_223652.jpg,5,2,1
./combined_dataset\20130719_225003.jpg,3,2,1
./combined_dataset\20130719_225030.jpg,3,2,1
./combined_dataset\20130719_235421.jpg,4,2,1
./combined_dataset\20130720_000745.jpg,3,2,1
./combined_dataset\20130720_001007.jpg,3,2,1
./combined_dataset\20130720_001147.jpg,1,2,1
./combined_dataset\20130720_044252.jpg,5,2,1
./combined_dataset\20130720_044317.jpg,5,2,1
./combined_dataset\20130720_055647.jpg,5,2,1
./combined_dataset\20130720_055647_001.jpg,5,2,1
./combined_dataset\20130720_055647_002.jpg,5,2,1
./combined_dataset\20130720_055705.jpg,5,2,1
./combined_dataset\20130720_055705_001.jpg,5,2,1
./combined_dataset\20130720_055705_002.jpg,5,2,1
./combined_dataset\20130720_201901.jpg,5,2,1
./combined_dataset\20130720_201901_001.jpg,5,2,1
./combined_dataset\20130720_201901_002.jpg,5,2,1
./combined_dataset\20130720_202033.jpg,5,2,1
./combined_dataset\20130720_202033_001.jpg,5,2,1
./combined_dataset\20130720_202033_002.jpg,5,2,1
./combined_dataset\20130720_202115.jpg,5,2,1
./combined_dataset\20130720_202115_001.jpg,5,2,1
./combined_dataset\20130720_202115_002.jpg,4,2,1
./combined_dataset\20130720_202151.jpg,4,2,1
./combined_dataset\20130720_202151_001.jpg,4,2,1
./combined_dataset\20130720_202151_002.jpg,5,2,1
./combined_dataset\20130720_202330.jpg,4,2,1
./combined_dataset\20130720_202330_001.jpg,4,2,1
./combined_dataset\20130720_205930.jpg,2,2,1
./combined_dataset\20130720_205930_001.jpg,2,2,1
./combined_dataset\20130720_205930_002.jpg,2,2,1
./combined_dataset\20130720_210021.jpg,2,2,1
./combined_dataset\20130720_210021_001.jpg,2,2,1
./combined_dataset\20130720_210021_002.jpg,2,2,1
./combined_dataset\20130720_210752.jpg,3,2,1
./combined_dataset\20130720_210752_001.jpg,3,2,1
./combined_dataset\20130720_210752_002.jpg,3,2,1
./combined_dataset\20130720_210957.jpg,3,2,1
./combined_dataset\20130720_210957_001.jpg,3,2,1
./combined_dataset\20130720_210957_002.jpg,3,2,1
./combined_dataset\20130720_211011.jpg,3,2,1
./combined_dataset\20130720_211011_001.jpg,3,2,1
./combined_dataset\20130720_211011_002.jpg,3,2,1
./combined_dataset\20130720_211220.jpg,3,2,1
./combined_dataset\20130720_211220_001.jpg,3,2,1
./combined_dataset\20130720_211220_002.jpg,3,2,1
./combined_dataset\20130720_211258.jpg,3,2,1
./combined_dataset\20130720_211258_001.jpg,3,2,1
./combined_dataset\20130720_211258_002.jpg,3,2,1
./combined_dataset\20130720_211311.jpg,3,2,1
./combined_dataset\20130720_211311_001.jpg,3,2,1
./combined_dataset\20130720_211311_002.jpg,3,2,1
./combined_dataset\20130720_211520.jpg,3,2,1
./combined_dataset\20130720_211520_001.jpg,3,2,1
./combined_dataset\20130720_211520_002.jpg,3,2,1
./combined_dataset\20130720_211601.jpg,3,2,1
./combined_dataset\20130720_211601_001.jpg,3,2,1
./combined_dataset\20130720_211601_002.jpg,3,2,1
./combined_dataset\20130720_211828.jpg,3,2,1
./combined_dataset\20130720_211828_001.jpg,3,2,1
./combined_dataset\20130720_211828_002.jpg,3,2,1
./combined_dataset\20130720_212127.jpg,3,2,1
./combined_dataset\20130720_212127_001.jpg,3,2,1
./combined_dataset\20130720_212127_002.jpg,3,2,1
./combined_dataset\20130720_212607.jpg,3,2,1
./combined_dataset\20130720_213513.jpg,2,2,1
./combined_dataset\20130720_213556.jpg,2,2,1
./combined_dataset\20130720_213634.jpg,2,2,1
./combined_dataset\20130720_213806.jpg,2,2,1
./combined_dataset\20130720_213843.jpg,2,2,1
./combined_dataset\20130720_213917.jpg,2,2,1
./combined_dataset\20130720_214016.jpg,5,2,1
./combined_dataset\20130720_214044.jpg,2,2,1
./combined_dataset\20130720_214117.jpg,5,2,1
./combined_dataset\20130720_214147.jpg,5,2,1
./combined_dataset\20130720_214355.jpg,5,2,1
./combined_dataset\20130720_232152.jpg,1,2,1
./combined_dataset\20130721_051152.jpg,2,2,1
./combined_dataset\20130721_211512.jpg,5,2,1
./combined_dataset\20130721_211512_001.jpg,5,2,1
./combined_dataset\20130721_211512_002.jpg,5,2,1
./combined_dataset\20130721_211536.jpg,5,2,1
./combined_dataset\20130721_211536_001.jpg,5,2,1
./combined_dataset\20130721_211536_002.jpg,2,2,1
./combined_dataset\20130721_211726.jpg,3,2,1
./combined_dataset\20130721_211752.jpg,2,2,1
./combined_dataset\20130721_211805.jpg,4,2,1
./combined_dataset\20130721_211817.jpg,2,2,1
./combined_dataset\20130721_211851.jpg,3,2,1
./combined_dataset\20130721_211904.jpg,3,2,1
./combined_dataset\20130721_211931.jpg,4,2,1
./combined_dataset\20130721_211943.jpg,4,2,1
./combined_dataset\20130721_212000.jpg,4,2,1
./combined_dataset\20130721_212158.jpg,3,2,1
./combined_dataset\20130721_212249.jpg,3,2,1
./combined_dataset\20130721_212317.jpg,3,2,1
./combined_dataset\20130721_212546.jpg,3,2,1
./combined_dataset\20130721_213334.jpg,5,2,1
./combined_dataset\20130721_213405.jpg,5,2,1
./combined_dataset\20130721_213802.jpg,3,2,1
./combined_dataset\20130721_213832.jpg,3,2,1
./combined_dataset\20130721_214616.jpg,3,2,1
./combined_dataset\20130721_232849.jpg,5,2,1
./combined_dataset\20130721_234208.jpg,4,2,1
./combined_dataset\20130722_041955.jpg,5,2,1
./combined_dataset\20130722_054731.jpg,3,2,1
./combined_dataset\20130722_054731_001.jpg,3,2,1
./combined_dataset\20130722_054731_002.jpg,3,2,1
./combined_dataset\20130722_054803.jpg,3,2,1
./combined_dataset\20130722_064338.jpg,4,2,1
./combined_dataset\20130722_064338_001.jpg,4,2,1
./combined_dataset\20130722_064338_002.jpg,4,2,1
./combined_dataset\20130722_194911.jpg,2,2,1
./combined_dataset\20130722_194911_001.jpg,2,2,1
./combined_dataset\20130722_194911_002.jpg,2,2,1
./combined_dataset\20130722_195038.jpg,2,2,1
./combined_dataset\20130722_195038_001.jpg,2,2,1
./combined_dataset\20130722_195038_002.jpg,2,2,1
./combined_dataset\20130722_195226.jpg,2,2,1
./combined_dataset\20130722_195226_001.jpg,2,2,1
./combined_dataset\20130722_195226_002.jpg,2,2,1
./combined_dataset\20130722_195315.jpg,5,2,1
./combined_dataset\20130722_195315_001.jpg,5,2,1
./combined_dataset\20130722_195315_002.jpg,5,2,1
./combined_dataset\20130722_195437.jpg,2,2,1
./combined_dataset\20130722_195437_001.jpg,2,2,1
./combined_dataset\20130722_195437_002.jpg,2,2,1
./combined_dataset\20130722_195602.jpg,2,2,1
./combined_dataset\20130722_195602_001.jpg,2,2,1
./combined_dataset\20130722_195602_002.jpg,2,2,1
./combined_dataset\20130722_195716.jpg,2,2,1
./combined_dataset\20130722_195716_001.jpg,2,2,1
./combined_dataset\20130722_195716_002.jpg,5,2,1
./combined_dataset\20130722_195739.jpg,2,2,1
./combined_dataset\20130722_195739_001.jpg,2,2,1
./combined_dataset\20130722_195739_002.jpg,2,2,1
./combined_dataset\20130722_195818.jpg,2,2,1
./combined_dataset\20130722_195818_001.jpg,2,2,1
./combined_dataset\20130722_195818_002.jpg,2,2,1
./combined_dataset\20130722_195846.jpg,2,2,1
./combined_dataset\20130722_195846_001.jpg,2,2,1
./combined_dataset\20130722_195846_002.jpg,2,2,1
./combined_dataset\20130722_202244.jpg,3,2,1
./combined_dataset\20130722_202244_001.jpg,3,2,1
./combined_dataset\20130722_202244_002.jpg,3,2,1
./combined_dataset\20130722_202312.jpg,3,2,1
./combined_dataset\20130722_202312_001.jpg,3,2,1
./combined_dataset\20130722_202312_002.jpg,3,2,1
./combined_dataset\20130722_202431.jpg,3,2,1
./combined_dataset\20130722_202431_001.jpg,3,2,1
./combined_dataset\20130722_202431_002.jpg,3,2,1
./combined_dataset\20130722_202454.jpg,3,2,1
./combined_dataset\20130722_202454_001.jpg,3,2,1
./combined_dataset\20130722_202454_002.jpg,3,2,1
./combined_dataset\20130722_205622.jpg,5,2,1
./combined_dataset\20130722_205622_001.jpg,5,2,1
./combined_dataset\20130722_205622_002.jpg,5,2,1
./combined_dataset\20130722_205657.jpg,5,2,1
./combined_dataset\20130722_205657_001.jpg,5,2,1
./combined_dataset\20130722_205657_002.jpg,5,2,1
./combined_dataset\20130722_210820.jpg,4,2,1
./combined_dataset\20130722_210820_001.jpg,4,2,1
./combined_dataset\20130722_210820_002.jpg,4,2,1
./combined_dataset\20130722_211458.jpg,4,2,1
./combined_dataset\20130722_211458_001.jpg,4,2,1
./combined_dataset\20130722_211458_002.jpg,4,2,1
./combined_dataset\20130722_212119.jpg,3,2,1
./combined_dataset\20130722_212142.jpg,3,2,1
./combined_dataset\20130723_203855.jpg,4,2,1
./combined_dataset\20130723_203855_001.jpg,4,2,1
./combined_dataset\20130723_203855_002.jpg,4,2,1
./combined_dataset\20130723_203946.jpg,2,2,1
./combined_dataset\20130723_203947.jpg,2,2,1
./combined_dataset\20130723_203947_001.jpg,2,2,1
./combined_dataset\20130723_204044.jpg,3,2,1
./combined_dataset\20130723_204044_001.jpg,3,2,1
./combined_dataset\20130723_204044_002.jpg,3,2,1
./combined_dataset\20130723_204057.jpg,5,2,1
./combined_dataset\20130723_204057_001.jpg,2,2,1
./combined_dataset\20130723_204057_002.jpg,2,2,1
./combined_dataset\20130723_204122.jpg,5,2,1
./combined_dataset\20130723_204122_001.jpg,4,2,1
./combined_dataset\20130723_204122_002.jpg,5,2,1
./combined_dataset\20130723_204135.jpg,5,2,1
./combined_dataset\20130723_204135_001.jpg,5,2,1
./combined_dataset\20130723_204135_002.jpg,4,2,1
./combined_dataset\20130723_204156.jpg,3,2,1
./combined_dataset\20130723_204157.jpg,5,2,1
./combined_dataset\20130723_204157_001.jpg,2,2,1
./combined_dataset\20130723_204210.jpg,2,2,1
./combined_dataset\20130723_204210_001.jpg,3,2,1
./combined_dataset\20130723_204210_002.jpg,2,2,1
./combined_dataset\20130723_204232.jpg,3,2,1
./combined_dataset\20130723_204232_001.jpg,3,2,1
./combined_dataset\20130723_204232_002.jpg,3,2,1
./combined_dataset\20130723_204311.jpg,3,2,1
./combined_dataset\20130723_204311_001.jpg,5,2,1
./combined_dataset\20130723_204311_002.jpg,3,2,1
./combined_dataset\20130723_204324.jpg,3,2,1
./combined_dataset\20130723_204324_001.jpg,3,2,1
./combined_dataset\20130723_204324_002.jpg,3,2,1
./combined_dataset\20130723_204343.jpg,5,2,1
./combined_dataset\20130723_204343_001.jpg,5,2,1
./combined_dataset\20130723_204343_002.jpg,5,2,1
./combined_dataset\20130723_204358.jpg,5,2,1
./combined_dataset\20130723_204358_001.jpg,2,2,1
./combined_dataset\20130723_204358_002.jpg,2,2,1
./combined_dataset\20130723_204506.jpg,2,2,1
./combined_dataset\20130723_204506_001.jpg,3,2,1
./combined_dataset\20130723_204506_002.jpg,2,2,1
./combined_dataset\20130723_204540.jpg,3,2,1
./combined_dataset\20130723_204540_001.jpg,3,2,1
./combined_dataset\20130723_204540_002.jpg,3,2,1
./combined_dataset\20130723_204611.jpg,3,2,1
./combined_dataset\20130723_204611_001.jpg,3,2,1
./combined_dataset\20130723_204611_002.jpg,3,2,1
./combined_dataset\20130723_204624.jpg,3,2,1
./combined_dataset\20130723_204624_001.jpg,3,2,1
./combined_dataset\20130723_204624_002.jpg,3,2,1
./combined_dataset\20130723_204808.jpg,3,2,1
./combined_dataset\20130723_204808_001.jpg,3,2,1
./combined_dataset\20130723_204808_002.jpg,3,2,1
./combined_dataset\20130723_204848.jpg,3,2,1
./combined_dataset\20130723_204848_001.jpg,3,2,1
./combined_dataset\20130723_211540.jpg,5,2,1
./combined_dataset\20130723_211540_001.jpg,5,2,1
./combined_dataset\20130723_211540_002.jpg,5,2,1
./combined_dataset\20130723_211556.jpg,5,2,1
./combined_dataset\20130723_211556_001.jpg,5,2,1
./combined_dataset\20130723_211556_002.jpg,5,2,1
./combined_dataset\20130723_211825.jpg,3,2,1
./combined_dataset\20130723_211841.jpg,3,2,1
./combined_dataset\20130723_211858.jpg,3,2,1
./combined_dataset\20130723_211909.jpg,3,2,1
./combined_dataset\20130723_212220.jpg,3,2,1
./combined_dataset\20130723_212336.jpg,3,2,1
./combined_dataset\20130723_212727.jpg,3,2,1
./combined_dataset\20130723_214245.jpg,4,2,1
./combined_dataset\20130724_000958.jpg,4,2,1
./combined_dataset\20130724_001115.jpg,4,2,1
./combined_dataset\20130724_001140.jpg,4,2,1
./combined_dataset\20130724_001830.jpg,2,2,1
./combined_dataset\20130724_194135.jpg,2,2,1
./combined_dataset\20130724_194135_001.jpg,2,2,1
./combined_dataset\20130724_194135_002.jpg,2,2,1
./combined_dataset\20130724_194324.jpg,2,2,1
./combined_dataset\20130724_194324_001.jpg,2,2,1
./combined_dataset\20130724_194325.jpg,2,2,1
./combined_dataset\20130724_194453.jpg,2,2,1
./combined_dataset\20130724_194453_001.jpg,2,2,1
./combined_dataset\20130724_194453_002.jpg,2,2,1
./combined_dataset\20130724_194517.jpg,2,2,1
./combined_dataset\20130724_194652.jpg,2,2,1
./combined_dataset\20130724_194652_001.jpg,2,2,1
./combined_dataset\20130724_194652_002.jpg,2,2,1
./combined_dataset\20130724_195108.jpg,5,2,1
./combined_dataset\20130724_195108_001.jpg,5,2,1
./combined_dataset\20130724_195108_002.jpg,5,2,1
./combined_dataset\20130724_195148.jpg,5,2,1
./combined_dataset\20130724_195148_001.jpg,5,2,1
./combined_dataset\20130724_195148_002.jpg,5,2,1
./combined_dataset\20130724_200334.jpg,4,2,1
./combined_dataset\20130724_200334_001.jpg,4,2,1
./combined_dataset\20130724_200334_002.jpg,4,2,1
./combined_dataset\20130724_200522.jpg,3,2,1
./combined_dataset\20130724_200522_001.jpg,3,2,1
./combined_dataset\20130724_200522_002.jpg,3,2,1
./combined_dataset\20130724_200701.jpg,5,2,1
./combined_dataset\20130724_200701_001.jpg,3,2,1
./combined_dataset\20130724_200702.jpg,5,2,1
./combined_dataset\20130724_200732.jpg,4,2,1
./combined_dataset\20130724_200732_001.jpg,4,2,1
./combined_dataset\20130724_200732_002.jpg,4,2,1
./combined_dataset\20130724_200824.jpg,5,2,1
./combined_dataset\20130724_200824_001.jpg,5,2,1
./combined_dataset\20130724_200824_002.jpg,5,2,1
./combined_dataset\20130724_200843.jpg,3,2,1
./combined_dataset\20130724_200843_001.jpg,3,2,1
./combined_dataset\20130724_200843_002.jpg,3,2,1
./combined_dataset\20130724_200856.jpg,3,2,1
./combined_dataset\20130724_200856_001.jpg,3,2,1
./combined_dataset\20130724_200856_002.jpg,3,2,1
./combined_dataset\20130724_200918.jpg,5,2,1
./combined_dataset\20130724_200918_001.jpg,5,2,1
./combined_dataset\20130724_200918_002.jpg,5,2,1
./combined_dataset\20130724_200958.jpg,3,2,1
./combined_dataset\20130724_200958_001.jpg,3,2,1
./combined_dataset\20130724_200958_002.jpg,3,2,1
./combined_dataset\20130724_201055.jpg,3,2,1
./combined_dataset\20130724_201055_001.jpg,3,2,1
./combined_dataset\20130724_201055_002.jpg,3,2,1
./combined_dataset\20130724_201224.jpg,3,2,1
./combined_dataset\20130724_201224_001.jpg,3,2,1
./combined_dataset\20130724_201224_002.jpg,3,2,1
./combined_dataset\20130724_201601.jpg,4,2,1
./combined_dataset\20130724_201601_001.jpg,4,2,1
./combined_dataset\20130724_201601_002.jpg,4,2,1
./combined_dataset\20130724_201628.jpg,4,2,1
./combined_dataset\20130724_201629.jpg,4,2,1
./combined_dataset\20130724_201629_001.jpg,4,2,1
./combined_dataset\20130724_201903.jpg,3,2,1
./combined_dataset\20130724_201903_001.jpg,3,2,1
./combined_dataset\20130724_201903_002.jpg,3,2,1
./combined_dataset\20130724_201928.jpg,3,2,1
./combined_dataset\20130724_201928_001.jpg,3,2,1
./combined_dataset\20130724_201928_002.jpg,3,2,1
./combined_dataset\20130724_211438.jpg,3,2,1
./combined_dataset\20130724_211559.jpg,3,2,1
./combined_dataset\20130724_211827.jpg,2,2,1
./combined_dataset\20130724_211918.jpg,3,2,1
./combined_dataset\20130724_212248.jpg,3,2,1
./combined_dataset\20130724_212441.jpg,3,2,1
./combined_dataset\20130724_212533.jpg,3,2,1
./combined_dataset\20130724_212557.jpg,3,2,1
./combined_dataset\20130724_212736.jpg,4,2,1
./combined_dataset\20130724_213048.jpg,3,2,1
./combined_dataset\20130724_214229.jpg,2,2,1
./combined_dataset\20130724_225744.jpg,16,2,1
./combined_dataset\20130724_230315.jpg,16,2,1
./combined_dataset\20130725_050223.jpg,16,2,1
./combined_dataset\20130725_195607.jpg,5,2,1
./combined_dataset\20130725_195607_001.jpg,5,2,1
./combined_dataset\20130725_195607_002.jpg,2,2,1
./combined_dataset\20130725_195825.jpg,2,2,1
./combined_dataset\20130725_195826.jpg,3,2,1
./combined_dataset\20130725_195826_001.jpg,3,2,1
./combined_dataset\20130725_195855.jpg,2,2,1
./combined_dataset\20130725_195855_001.jpg,2,2,1
./combined_dataset\20130725_195855_002.jpg,5,2,1
./combined_dataset\20130725_195907.jpg,4,2,1
./combined_dataset\20130725_195907_001.jpg,5,2,1
./combined_dataset\20130725_195907_002.jpg,5,2,1
./combined_dataset\20130725_195921.jpg,5,2,1
./combined_dataset\20130725_195921_001.jpg,5,2,1
./combined_dataset\20130725_195921_002.jpg,3,2,1
./combined_dataset\20130725_195953.jpg,2,2,1
./combined_dataset\20130725_195953_001.jpg,2,2,1
./combined_dataset\20130725_195953_002.jpg,2,2,1
./combined_dataset\20130725_200100.jpg,3,2,1
./combined_dataset\20130725_200100_001.jpg,3,2,1
./combined_dataset\20130725_200100_002.jpg,3,2,1
./combined_dataset\20130725_200315.jpg,4,2,1
./combined_dataset\20130725_200315_001.jpg,3,2,1
./combined_dataset\20130725_200315_002.jpg,3,2,1
./combined_dataset\20130725_200332.jpg,4,2,1
./combined_dataset\20130725_200332_001.jpg,4,2,1
./combined_dataset\20130725_200332_002.jpg,4,2,1
./combined_dataset\20130725_200447.jpg,4,2,1
./combined_dataset\20130725_200447_001.jpg,4,2,1
./combined_dataset\20130725_200447_002.jpg,4,2,1
./combined_dataset\20130725_200522.jpg,3,2,1
./combined_dataset\20130725_200522_001.jpg,3,2,1
./combined_dataset\20130725_200522_002.jpg,3,2,1
./combined_dataset\20130725_200607.jpg,3,2,1
./combined_dataset\20130725_200607_001.jpg,3,2,1
./combined_dataset\20130725_200607_002.jpg,3,2,1
./combined_dataset\20130725_200631.jpg,3,2,1
./combined_dataset\20130725_200631_001.jpg,3,2,1
./combined_dataset\20130725_200631_002.jpg,3,2,1
./combined_dataset\20130725_214118.jpg,3,2,1
./combined_dataset\20130725_231707.jpg,16,2,1
./combined_dataset\20130725_232204.jpg,16,2,1
./combined_dataset\20130725_232333.jpg,16,2,1
./combined_dataset\20130725_232417.jpg,16,2,1
./combined_dataset\20130725_232509.jpg,16,2,1
./combined_dataset\20130725_232534.jpg,16,2,1
./combined_dataset\20130725_232557.jpg,16,2,1
./combined_dataset\20130725_232741.jpg,16,2,1
./combined_dataset\20130725_232825.jpg,16,2,1
./combined_dataset\20130725_232854.jpg,16,2,1
./combined_dataset\20130725_232923.jpg,16,2,1
./combined_dataset\20130725_233202.jpg,16,2,1
./combined_dataset\20130725_233615.jpg,16,2,1
./combined_dataset\20130725_234243.jpg,16,2,1
./combined_dataset\20130726_001136.jpg,4,2,1
./combined_dataset\20130726_001422.jpg,4,2,1
./combined_dataset\20130726_003310.jpg,2,2,1
./combined_dataset\20130726_012453.jpg,4,2,1
./combined_dataset\20130726_012647.jpg,4,2,1
./combined_dataset\20130726_171808.jpg,5,2,1
./combined_dataset\20130726_171808_001.jpg,5,2,1
./combined_dataset\20130726_171809.jpg,5,2,1
./combined_dataset\20130726_184219.jpg,5,2,1
./combined_dataset\20130726_184219_001.jpg,5,2,1
./combined_dataset\20130726_184219_002.jpg,5,2,1
./combined_dataset\20130726_184238.jpg,4,2,1
./combined_dataset\20130726_184238_001.jpg,4,2,1
./combined_dataset\20130726_184238_002.jpg,5,2,1
./combined_dataset\20130726_201321.jpg,2,2,1
./combined_dataset\20130726_201321_001.jpg,2,2,1
./combined_dataset\20130726_201321_002.jpg,2,2,1
./combined_dataset\20130726_201448.jpg,2,2,1
./combined_dataset\20130726_201448_001.jpg,2,2,1
./combined_dataset\20130726_201448_002.jpg,2,2,1
./combined_dataset\20130726_201502.jpg,2,2,1
./combined_dataset\20130726_201727.jpg,2,2,1
./combined_dataset\20130726_201727_001.jpg,2,2,1
./combined_dataset\20130726_201727_002.jpg,2,2,1
./combined_dataset\20130726_202440.jpg,2,2,1
./combined_dataset\20130726_202440_001.jpg,2,2,1
./combined_dataset\20130726_202440_002.jpg,2,2,1
./combined_dataset\20130726_202458.jpg,2,2,1
./combined_dataset\20130726_202458_001.jpg,2,2,1
./combined_dataset\20130726_202458_002.jpg,3,2,1
./combined_dataset\20130726_202553.jpg,2,2,1
./combined_dataset\20130726_202553_001.jpg,3,2,1
./combined_dataset\20130726_202553_002.jpg,3,2,1
./combined_dataset\20130726_211709.jpg,4,2,1
./combined_dataset\20130726_212014.jpg,3,2,1
./combined_dataset\20130726_212253.jpg,4,2,1
