capture_id,season_id,survey_id,transformed_datetime,fox_id,fox_name,age_class,sex,social_status,image
1522,2,1,2013-07-19 08:04:32,3,Ash,adult,m,sub,20130719_210432.jpg
1523,2,1,2013-07-19 08:04:32,3,Ash,adult,m,sub,20130719_210432_001.jpg
1524,2,1,2013-07-19 08:04:32,3,Ash,adult,m,sub,20130719_210432_002.jpg
1525,2,1,2013-07-19 08:09:25,3,Ash,adult,m,sub,20130719_210925.jpg
1526,2,1,2013-07-19 08:09:25,3,Ash,adult,m,sub,20130719_210925_001.jpg
1527,2,1,2013-07-19 08:09:25,3,Ash,adult,m,sub,20130719_210925_002.jpg
1528,2,1,2013-07-19 08:38:08,3,Ash,adult,m,sub,20130719_213808.jpg
1529,2,1,2013-07-19 08:42:24,5,Willow,adult,f,sub,20130719_214224.jpg
1530,2,1,2013-07-19 08:54:07,3,Ash,adult,m,sub,20130719_215407.jpg
1531,2,1,2013-07-19 08:55:03,3,Ash,adult,m,sub,20130719_215503.jpg
1532,2,1,2013-07-19 09:36:52,5,Willow,adult,f,sub,20130719_223652.jpg
1533,2,1,2013-07-19 09:50:03,3,Ash,adult,m,sub,20130719_225003.jpg
1534,2,1,2013-07-19 09:50:30,3,Ash,adult,m,sub,20130719_225030.jpg
1544,2,1,2013-07-19 10:54:21,4,Holly,adult,f,sub,20130719_235421.jpg
1545,2,1,2013-07-19 11:07:45,3,Ash,adult,m,sub,20130720_000745.jpg
1546,2,1,2013-07-19 11:10:07,3,Ash,adult,m,sub,20130720_001007.jpg
1547,2,1,2013-07-19 11:11:47,1,Hazel,adult,f,dom,20130720_001147.jpg
1550,2,1,2013-07-19 15:42:52,5,Willow,adult,f,sub,20130720_044252.jpg
1551,2,1,2013-07-19 15:43:17,5,Willow,adult,f,sub,20130720_044317.jpg
1552,2,1,2013-07-19 16:56:47,5,Willow,adult,f,sub,20130720_055647.jpg
1553,2,1,2013-07-19 16:56:47,5,Willow,adult,f,sub,20130720_055647_001.jpg
1554,2,1,2013-07-19 16:56:47,5,Willow,adult,f,sub,20130720_055647_002.jpg
1555,2,1,2013-07-19 16:57:05,5,Willow,adult,f,sub,20130720_055705.jpg
1556,2,1,2013-07-19 16:57:05,5,Willow,adult,f,sub,20130720_055705_001.jpg
1557,2,1,2013-07-19 16:57:05,5,Willow,adult,f,sub,20130720_055705_002.jpg
1558,2,1,2013-07-20 07:19:01,5,Willow,adult,f,sub,20130720_201901.jpg
1559,2,1,2013-07-20 07:19:01,5,Willow,adult,f,sub,20130720_201901_001.jpg
1560,2,1,2013-07-20 07:19:01,5,Willow,adult,f,sub,20130720_201901_002.jpg
1561,2,1,2013-07-20 07:20:33,5,Willow,adult,f,sub,20130720_202033.jpg
1562,2,1,2013-07-20 07:20:33,5,Willow,adult,f,sub,20130720_202033_001.jpg
1563,2,1,2013-07-20 07:20:33,5,Willow,adult,f,sub,20130720_202033_002.jpg
1564,2,1,2013-07-20 07:21:15,5,Willow,adult,f,sub,20130720_202115.jpg
1565,2,1,2013-07-20 07:21:15,5,Willow,adult,f,sub,20130720_202115_001.jpg
1566,2,1,2013-07-20 07:21:15,4,Holly,adult,f,sub,20130720_202115_002.jpg
1567,2,1,2013-07-20 07:21:51,4,Holly,adult,f,sub,20130720_202151.jpg
1568,2,1,2013-07-20 07:21:51,4,Holly,adult,f,sub,20130720_202151_001.jpg
1569,2,1,2013-07-20 07:21:51,5,Willow,adult,f,sub,20130720_202151_002.jpg
1570,2,1,2013-07-20 07:23:30,4,Holly,adult,f,sub,20130720_202330.jpg
1571,2,1,2013-07-20 07:23:30,4,Holly,adult,f,sub,20130720_202330_001.jpg
1572,2,1,2013-07-20 07:59:30,2,Orchid,adult,m,dom,20130720_205930.jpg
1573,2,1,2013-07-20 07:59:30,2,Orchid,adult,m,dom,20130720_205930_001.jpg
1574,2,1,2013-07-20 07:59:30,2,Orchid,adult,m,dom,20130720_205930_002.jpg
1575,2,1,2013-07-20 08:00:21,2,Orchid,adult,m,dom,20130720_210021.jpg
1576,2,1,2013-07-20 08:00:21,2,Orchid,adult,m,dom,20130720_210021_001.jpg
1577,2,1,2013-07-20 08:00:21,2,Orchid,adult,m,dom,20130720_210021_002.jpg
1578,2,1,2013-07-20 08:07:52,3,Ash,adult,m,sub,20130720_210752.jpg
1579,2,1,2013-07-20 08:07:52,3,Ash,adult,m,sub,20130720_210752_001.jpg
1580,2,1,2013-07-20 08:07:52,3,Ash,adult,m,sub,20130720_210752_002.jpg
1581,2,1,2013-07-20 08:09:57,3,Ash,adult,m,sub,20130720_210957.jpg
1582,2,1,2013-07-20 08:09:57,3,Ash,adult,m,sub,20130720_210957_001.jpg
1583,2,1,2013-07-20 08:09:57,3,Ash,adult,m,sub,20130720_210957_002.jpg
1584,2,1,2013-07-20 08:10:11,3,Ash,adult,m,sub,20130720_211011.jpg
1585,2,1,2013-07-20 08:10:11,3,Ash,adult,m,sub,20130720_211011_001.jpg
1586,2,1,2013-07-20 08:10:11,3,Ash,adult,m,sub,20130720_211011_002.jpg
1587,2,1,2013-07-20 08:12:20,3,Ash,adult,m,sub,20130720_211220.jpg
1588,2,1,2013-07-20 08:12:20,3,Ash,adult,m,sub,20130720_211220_001.jpg
1589,2,1,2013-07-20 08:12:20,3,Ash,adult,m,sub,20130720_211220_002.jpg
1590,2,1,2013-07-20 08:12:58,3,Ash,adult,m,sub,20130720_211258.jpg
1591,2,1,2013-07-20 08:12:58,3,Ash,adult,m,sub,20130720_211258_001.jpg
1592,2,1,2013-07-20 08:12:58,3,Ash,adult,m,sub,20130720_211258_002.jpg
1593,2,1,2013-07-20 08:13:11,3,Ash,adult,m,sub,20130720_211311.jpg
1594,2,1,2013-07-20 08:13:11,3,Ash,adult,m,sub,20130720_211311_001.jpg
1595,2,1,2013-07-20 08:13:11,3,Ash,adult,m,sub,20130720_211311_002.jpg
1596,2,1,2013-07-20 08:15:20,3,Ash,adult,m,sub,20130720_211520.jpg
1597,2,1,2013-07-20 08:15:20,3,Ash,adult,m,sub,20130720_211520_001.jpg
1598,2,1,2013-07-20 08:15:20,3,Ash,adult,m,sub,20130720_211520_002.jpg
1599,2,1,2013-07-20 08:16:01,3,Ash,adult,m,sub,20130720_211601.jpg
1600,2,1,2013-07-20 08:16:01,3,Ash,adult,m,sub,20130720_211601_001.jpg
1601,2,1,2013-07-20 08:16:01,3,Ash,adult,m,sub,20130720_211601_002.jpg
1602,2,1,2013-07-20 08:18:28,3,Ash,adult,m,sub,20130720_211828.jpg
1603,2,1,2013-07-20 08:18:28,3,Ash,adult,m,sub,20130720_211828_001.jpg
1604,2,1,2013-07-20 08:18:28,3,Ash,adult,m,sub,20130720_211828_002.jpg
1605,2,1,2013-07-20 08:21:27,3,Ash,adult,m,sub,20130720_212127.jpg
1606,2,1,2013-07-20 08:21:27,3,Ash,adult,m,sub,20130720_212127_001.jpg
1607,2,1,2013-07-20 08:21:27,3,Ash,adult,m,sub,20130720_212127_002.jpg
1608,2,1,2013-07-20 08:26:07,3,Ash,adult,m,sub,20130720_212607.jpg
1609,2,1,2013-07-20 08:35:13,2,Orchid,adult,m,dom,20130720_213513.jpg
1610,2,1,2013-07-20 08:35:56,2,Orchid,adult,m,dom,20130720_213556.jpg
1611,2,1,2013-07-20 08:36:34,2,Orchid,adult,m,dom,20130720_213634.jpg
1612,2,1,2013-07-20 08:38:06,2,Orchid,adult,m,dom,20130720_213806.jpg
1613,2,1,2013-07-20 08:38:43,2,Orchid,adult,m,dom,20130720_213843.jpg
1614,2,1,2013-07-20 08:39:17,2,Orchid,adult,m,dom,20130720_213917.jpg
1615,2,1,2013-07-20 08:40:16,5,Willow,adult,f,sub,20130720_214016.jpg
1616,2,1,2013-07-20 08:40:44,2,Orchid,adult,m,dom,20130720_214044.jpg
1617,2,1,2013-07-20 08:41:17,5,Willow,adult,f,sub,20130720_214117.jpg
1618,2,1,2013-07-20 08:41:47,5,Willow,adult,f,sub,20130720_214147.jpg
1619,2,1,2013-07-20 08:43:55,5,Willow,adult,f,sub,20130720_214355.jpg
1622,2,1,2013-07-20 10:21:52,1,Hazel,adult,f,dom,20130720_232152.jpg
1623,2,1,2013-07-20 16:11:52,2,Orchid,adult,m,dom,20130721_051152.jpg
1628,2,1,2013-07-21 08:15:12,5,Willow,adult,f,sub,20130721_211512.jpg
1629,2,1,2013-07-21 08:15:12,5,Willow,adult,f,sub,20130721_211512_001.jpg
1630,2,1,2013-07-21 08:15:12,5,Willow,adult,f,sub,20130721_211512_002.jpg
1631,2,1,2013-07-21 08:15:36,5,Willow,adult,f,sub,20130721_211536.jpg
1632,2,1,2013-07-21 08:15:36,5,Willow,adult,f,sub,20130721_211536_001.jpg
1633,2,1,2013-07-21 08:15:36,2,Orchid,adult,m,dom,20130721_211536_002.jpg
1634,2,1,2013-07-21 08:17:26,3,Ash,adult,m,sub,20130721_211726.jpg
1635,2,1,2013-07-21 08:17:52,2,Orchid,adult,m,dom,20130721_211752.jpg
1636,2,1,2013-07-21 08:18:05,4,Holly,adult,f,sub,20130721_211805.jpg
1637,2,1,2013-07-21 08:18:17,2,Orchid,adult,m,dom,20130721_211817.jpg
1638,2,1,2013-07-21 08:18:51,3,Ash,adult,m,sub,20130721_211851.jpg
1639,2,1,2013-07-21 08:19:04,3,Ash,adult,m,sub,20130721_211904.jpg
1640,2,1,2013-07-21 08:19:31,4,Holly,adult,f,sub,20130721_211931.jpg
1641,2,1,2013-07-21 08:19:43,4,Holly,adult,f,sub,20130721_211943.jpg
1642,2,1,2013-07-21 08:20:00,4,Holly,adult,f,sub,20130721_212000.jpg
1643,2,1,2013-07-21 08:21:58,3,Ash,adult,m,sub,20130721_212158.jpg
1644,2,1,2013-07-21 08:22:49,3,Ash,adult,m,sub,20130721_212249.jpg
1645,2,1,2013-07-21 08:23:17,3,Ash,adult,m,sub,20130721_212317.jpg
1646,2,1,2013-07-21 08:25:46,3,Ash,adult,m,sub,20130721_212546.jpg
1647,2,1,2013-07-21 08:33:34,5,Willow,adult,f,sub,20130721_213334.jpg
1648,2,1,2013-07-21 08:34:05,5,Willow,adult,f,sub,20130721_213405.jpg
1649,2,1,2013-07-21 08:38:02,3,Ash,adult,m,sub,20130721_213802.jpg
1650,2,1,2013-07-21 08:38:32,3,Ash,adult,m,sub,20130721_213832.jpg
1651,2,1,2013-07-21 08:46:16,3,Ash,adult,m,sub,20130721_214616.jpg
1653,2,1,2013-07-21 10:28:49,5,Willow,adult,f,sub,20130721_232849.jpg
1654,2,1,2013-07-21 10:42:08,4,Holly,adult,f,sub,20130721_234208.jpg
1657,2,1,2013-07-21 15:19:55,5,Willow,adult,f,sub,20130722_041955.jpg
1658,2,1,2013-07-21 16:47:31,3,Ash,adult,m,sub,20130722_054731.jpg
1659,2,1,2013-07-21 16:47:31,3,Ash,adult,m,sub,20130722_054731_001.jpg
1660,2,1,2013-07-21 16:47:31,3,Ash,adult,m,sub,20130722_054731_002.jpg
1661,2,1,2013-07-21 16:48:03,3,Ash,adult,m,sub,20130722_054803.jpg
1662,2,1,2013-07-21 17:43:38,4,Holly,adult,f,sub,20130722_064338.jpg
1663,2,1,2013-07-21 17:43:38,4,Holly,adult,f,sub,20130722_064338_001.jpg
1664,2,1,2013-07-21 17:43:38,4,Holly,adult,f,sub,20130722_064338_002.jpg
3420,2,1,2013-07-22 06:49:11,2,Orchid,adult,m,dom,20130722_194911.jpg
3421,2,1,2013-07-22 06:49:11,2,Orchid,adult,m,dom,20130722_194911_001.jpg
3422,2,1,2013-07-22 06:49:11,2,Orchid,adult,m,dom,20130722_194911_002.jpg
3423,2,1,2013-07-22 06:50:38,2,Orchid,adult,m,dom,20130722_195038.jpg
3424,2,1,2013-07-22 06:50:38,2,Orchid,adult,m,dom,20130722_195038_001.jpg
3425,2,1,2013-07-22 06:50:38,2,Orchid,adult,m,dom,20130722_195038_002.jpg
3426,2,1,2013-07-22 06:52:26,2,Orchid,adult,m,dom,20130722_195226.jpg
3427,2,1,2013-07-22 06:52:26,2,Orchid,adult,m,dom,20130722_195226_001.jpg
3428,2,1,2013-07-22 06:52:26,2,Orchid,adult,m,dom,20130722_195226_002.jpg
3429,2,1,2013-07-22 06:53:15,5,Willow,adult,f,sub,20130722_195315.jpg
3430,2,1,2013-07-22 06:53:15,5,Willow,adult,f,sub,20130722_195315_001.jpg
3431,2,1,2013-07-22 06:53:15,5,Willow,adult,f,sub,20130722_195315_002.jpg
3432,2,1,2013-07-22 06:54:37,2,Orchid,adult,m,dom,20130722_195437.jpg
3433,2,1,2013-07-22 06:54:37,2,Orchid,adult,m,dom,20130722_195437_001.jpg
3434,2,1,2013-07-22 06:54:37,2,Orchid,adult,m,dom,20130722_195437_002.jpg
3435,2,1,2013-07-22 06:56:02,2,Orchid,adult,m,dom,20130722_195602.jpg
3436,2,1,2013-07-22 06:56:02,2,Orchid,adult,m,dom,20130722_195602_001.jpg
3437,2,1,2013-07-22 06:56:02,2,Orchid,adult,m,dom,20130722_195602_002.jpg
3438,2,1,2013-07-22 06:57:16,2,Orchid,adult,m,dom,20130722_195716.jpg
3439,2,1,2013-07-22 06:57:16,2,Orchid,adult,m,dom,20130722_195716_001.jpg
3440,2,1,2013-07-22 06:57:16,5,Willow,adult,f,sub,20130722_195716_002.jpg
3441,2,1,2013-07-22 06:57:39,2,Orchid,adult,m,dom,20130722_195739.jpg
3442,2,1,2013-07-22 06:57:39,2,Orchid,adult,m,dom,20130722_195739_001.jpg
3443,2,1,2013-07-22 06:57:39,2,Orchid,adult,m,dom,20130722_195739_002.jpg
3444,2,1,2013-07-22 06:58:18,2,Orchid,adult,m,dom,20130722_195818.jpg
3445,2,1,2013-07-22 06:58:18,2,Orchid,adult,m,dom,20130722_195818_001.jpg
3446,2,1,2013-07-22 06:58:18,2,Orchid,adult,m,dom,20130722_195818_002.jpg
3447,2,1,2013-07-22 06:58:46,2,Orchid,adult,m,dom,20130722_195846.jpg
3448,2,1,2013-07-22 06:58:46,2,Orchid,adult,m,dom,20130722_195846_001.jpg
3449,2,1,2013-07-22 06:58:46,2,Orchid,adult,m,dom,20130722_195846_002.jpg
3450,2,1,2013-07-22 07:22:44,3,Ash,adult,m,sub,20130722_202244.jpg
3451,2,1,2013-07-22 07:22:44,3,Ash,adult,m,sub,20130722_202244_001.jpg
3452,2,1,2013-07-22 07:22:44,3,Ash,adult,m,sub,20130722_202244_002.jpg
3453,2,1,2013-07-22 07:23:12,3,Ash,adult,m,sub,20130722_202312.jpg
3454,2,1,2013-07-22 07:23:12,3,Ash,adult,m,sub,20130722_202312_001.jpg
3455,2,1,2013-07-22 07:23:12,3,Ash,adult,m,sub,20130722_202312_002.jpg
3456,2,1,2013-07-22 07:24:31,3,Ash,adult,m,sub,20130722_202431.jpg
3457,2,1,2013-07-22 07:24:31,3,Ash,adult,m,sub,20130722_202431_001.jpg
3458,2,1,2013-07-22 07:24:31,3,Ash,adult,m,sub,20130722_202431_002.jpg
3459,2,1,2013-07-22 07:24:54,3,Ash,adult,m,sub,20130722_202454.jpg
3460,2,1,2013-07-22 07:24:54,3,Ash,adult,m,sub,20130722_202454_001.jpg
3461,2,1,2013-07-22 07:24:54,3,Ash,adult,m,sub,20130722_202454_002.jpg
3462,2,1,2013-07-22 07:56:22,5,Willow,adult,f,sub,20130722_205622.jpg
3463,2,1,2013-07-22 07:56:22,5,Willow,adult,f,sub,20130722_205622_001.jpg
3464,2,1,2013-07-22 07:56:22,5,Willow,adult,f,sub,20130722_205622_002.jpg
3465,2,1,2013-07-22 07:56:57,5,Willow,adult,f,sub,20130722_205657.jpg
3466,2,1,2013-07-22 07:56:57,5,Willow,adult,f,sub,20130722_205657_001.jpg
3467,2,1,2013-07-22 07:56:57,5,Willow,adult,f,sub,20130722_205657_002.jpg
3468,2,1,2013-07-22 08:08:20,4,Holly,adult,f,sub,20130722_210820.jpg
3469,2,1,2013-07-22 08:08:20,4,Holly,adult,f,sub,20130722_210820_001.jpg
3470,2,1,2013-07-22 08:08:20,4,Holly,adult,f,sub,20130722_210820_002.jpg
3471,2,1,2013-07-22 08:14:58,4,Holly,adult,f,sub,20130722_211458.jpg
3472,2,1,2013-07-22 08:14:58,4,Holly,adult,f,sub,20130722_211458_001.jpg
3473,2,1,2013-07-22 08:14:58,4,Holly,adult,f,sub,20130722_211458_002.jpg
3474,2,1,2013-07-22 08:21:19,3,Ash,adult,m,sub,20130722_212119.jpg
3475,2,1,2013-07-22 08:21:42,3,Ash,adult,m,sub,20130722_212142.jpg
3481,2,1,2013-07-23 07:38:55,4,Holly,adult,f,sub,20130723_203855.jpg
3482,2,1,2013-07-23 07:38:55,4,Holly,adult,f,sub,20130723_203855_001.jpg
3483,2,1,2013-07-23 07:38:55,4,Holly,adult,f,sub,20130723_203855_002.jpg
3484,2,1,2013-07-23 07:39:46,2,Orchid,adult,m,dom,20130723_203946.jpg
3485,2,1,2013-07-23 07:39:47,2,Orchid,adult,m,dom,20130723_203947.jpg
